丆	⿱一丿
𰛙	⿰目水
𰛚	⿰氵册
𰛛	⿰氵闪
𰛜	⿰氵⿰丨⿱？？
𰛝	⿰氵奴
𰛞	⿰汪力
𰛟	⿰氵⿻王八
𰛠	⿰氵死
𰛡	⿰氵毕
𰛢	⿰氵在
𰛣	⿱执水
𰛤	⿰氵节
𰛥	⿰氵岂
𰛦	⿰氵岁
𰛧	⿰氵尗
𰛨	⿰氵负
𰛩	⿰氵闯
𰛪	⿱𰁜水
𰛫	⿰氵扸
𰛬	⿰氵𰅴
𰛭	⿰氵坒
𰛮	⿰氵卤
𰛯	⿰氵禿
𰛰	⿰氵佐
𰛱	⿰氵迁
𰛲	⿰氵佥
𰛳	⿱㳄丈
𰛴	⿰氵皂
𰛵	⿰氵闲
𰛶	⿰汸子
𰛷	⿰氵㡀
𰛸	⿰氵㝎
𰛹	⿰氵忘
𰛺	⿰氵阴
𰛻	⿰氵灵
𰛼	⿰水甬
𰛽	⿰氵顶
𰛾	⿰來水
𰛿	⿰氵⿳⺊日又
𰜀	⿰氵肯
𰜁	⿰水昆
𰜂	⿺延水
𰜃	⿰氵𰇑
𰜄	⿰氵𥝞
𰜅	⿱侃水
𰜆	⿱水朋
𰜇	⿰水使
𰜈	⿰氵畄
𰜉	⿱炏水
𰜊	⿱㐭水
𰜋	⿰氵⿸尸永
𰜌	⿰氵𠜥
𰜍	⿰氵壴
𰜎	⿰𣵎力
𰜏	⿰水頁
𰜐	⿰氵览
𰜑	⿰氵𦭞
𰜒	⿰氵盅
𰜓	⿰氵𡬧
𰜔	⿰氵𣆊
𰜕	⿱汩皿
𰜖	⿱汭皿
𰜗	⿰氵品
𰜘	⿰氵⿱乍木
𰜙	⿰氵㔜
𰜚	⿱淮一
𰜛	⿻淮一
𰜜	⿰氵亲
𰜝	⿰氵养
𰜞	⿰氵穾
𰜟	⿰氵竒
𰜠	⿰氵恨
𰜡	⿰氵降
𰜢	⿰氵贺
𰜣	⿰氵𡱝
𰜤	⿰氵峑
𰜥	⿰氵⿱亓⿰丌丌
𰜦	⿰氵𤯅
𰜧	⿰汨吉
𰜨	⿰氵荐
𰜩	⿰氵恩
𰜪	⿰氵𥅌
𰜫	⿰氵逅
𰜬	⿰氵島
𰜭	⿰氵𱒱
𰜮	⿰氵斊
𰜯	⿱深力
𰜰	⿰氵⿱水聿
𰜱	⿰氵晢
𰜲	⿰氵𭍥
𰜳	⿰氵婴
𰜴	⿰氵莑
𰜵	⿰氵㽞
𰜶	⿰氵啓
𰜷	⿰氵第
𰜸	⿰氵𠋣
𰜹	⿰氵𨈡
𰜺	⿰氵笠
𰜻	⿰氵猎
𰜼	⿰氵㝡
𰜽	⿰氵盗
𰜾	⿱䒑𣷌
𰜿	⿰氵𥥪
𰝀	⿰氵⿳丷罒支
𰝁	⿰氵閉
𰝂	⿰氵㕘
𰝃	⿰氵雱
𰝄	⿱溤乃
𰝅	⿰氵⿱𫇦呂
𰝆	⿰氵⿱虫虫
𰝇	⿰氵𡍮
𰝈	⿰氵𥦕
𰝉	⿰曾水
𰝊	⿱涕目
𰝋	⿰氵隐
𰝌	⿱沸孚
𰝍	⿰氵翚
𰝎	⿰氵𦀎
𰝏	⿰氵𨳞
𰝐	⿰氵𡬶
𰝑	⿰氵載
𰝒	⿰氵楫
𰝓	⿰清史
𰝔	⿰氵搶
𰝕	⿰氵嗢
𰝖	⿰氵愚
𰝗	⿰氵简
𰝘	⿱淡出
𰝙	⿱邦清
𰝚	⿰氵𧟶
𰝛	⿰氵塹
𰝜	⿰氵厭
𰝝	⿰氵⿳万⿰万万皿
𰝞	⿰氵箫
𰝟	⿰氵鲜
𰝠	⿰氵寢
𰝡	⿰氵⿱安青
𰝢	⿰氵遷
𰝣	⿰淶告
𰝤	⿰湿页
𰝥	⿰沙莫
𰝦	⿰泊容
𰝧	⿰氵槩
𰝨	⿰氵翦
𰝩	⿰氵㢘
𰝪	⿱津𦙃
𰝫	⿰氵⿸尸焚
𰝬	⿰氵䨜
𰝭	⿰氵𪷂
𰝮	⿰氵磨
𰝯	⿰氵謁
𰝰	⿰氵⿱雨面
𰝱	⿰流校
𰝲	⿰氵⿱覀翔
𰝳	⿰氵𠖥
𰝴	⿰氵⿱宀翰
𰝵	⿰淦⿱雚又
𰝶	⿰火了
𰝷	⿱火工
𰝸	⿱才火
𰝹	⿱火𠚤
𰝺	⿰火久
𰝻	⿱千灬
𰝼	⿰火子
𰝽	⿱尤灬
𰝾	⿱火长
𰝿	⿰火午
𰞀	⿱之灬
𰞁	⿱丙灬
𰞂	⿱囘火
𰞃	⿰火北
𰞄	⿱央火
𰞅	⿱由灬
𰞆	⿱北乆
𰞇	⿰火𠬤
𰞈	⿰灰斗
𰞉	⿰火动
𰞊	⿰圭火
𰞋	⿰火夹
𰞌	⿰火托
𰞍	⿰火节
𰞎	⿱肉火
𰞏	⿰火团
𰞐	⿱朱火
𰞑	⿰火色
𰞒	⿰火危
𰞓	⿱𪢶火
𰞔	⿰火名
𰞕	⿱⿰犭丸火
𰞖	⿱⿰犭丸灬
𰞗	⿰火杂
𰞘	⿱行火
𰞙	⿱交火
𰞚	⿸产火
𰞛	⿰火𢇛
𰞜	⿱丞火
𰞝	⿰火𢑑
𰞞	⿱𢑑火
𰞟	⿱𤆎灬
𰞠	⿱抗灬
𰞡	⿱束灬
𰞢	⿰火均
𰞣	⿰火岑
𰞤	⿰火坚
𰞥	⿰火𡇂
𰞦	⿰火㣊
𰞧	⿱肘火
𰞨	⿱劬灬
𰞩	⿰火余
𰞪	⿱炏万
𰞫	⿱尾火
𰞬	⿰火⿱刀田
𰞭	⿰火⿱⺊⿴囗⿻㇒⺀
𰞮	⿰火昊
𰞯	⿱花灬
𰞰	⿰回灰
𰞱	⿰火虎
𰞲	⿱备灬
𰞳	⿰火鱼
𰞴	⿱非灬
𰞵	⿱炏反
𰞶	⿱宜灬
𰞷	⿰火参
𰞸	⿰火邵
𰞹	⿱波火
𰞺	⿰火政
𰞻	⿰火贲
𰞼	⿱拯灬
𰞽	⿱木𤇏
𰞾	⿰火若
𰞿	⿱战灬
𰟀	⿱冒灬
𰟁	⿰火信
𰟂	⿱炮灬
𰟃	⿰火宥
𰟄	⿰火阁
𰟅	⿱既火
𰟆	⿱𭚬灬
𰟇	⿱𢭳火
𰟈	⿱㫥灬
𰟉	⿱眧灬
𰟊	⿱党灬
𰟋	⿱烟云
𰟌	⿳田母灬
𰟍	⿰火爹
𰟎	⿱炎共
𰟏	⿰火益
𰟐	⿰火堇
𰟑	⿱共⿹⿺㇉三灬
𰟒	⿰火𧟪
𰟓	⿰火㒼
𰟔	⿰火造
𰟕	⿰火從
𰟖	⿰火欵
𰟗	⿱⿵𠆢一焸
𰟘	⿰火阎
𰟙	⿰火棊
𰟚	⿰幸炎
𰟛	⿱棥灬
𰟜	⿰火䙵
𰟝	⿱勒灭
𰟞	⿺堯火
𰟟	⿰火閏
𰟠	⿱㓕灬
𰟡	⿰火湯
𰟢	⿰火覚
𰟣	⿱楊火
𰟤	⿰火𤋯
𰟥	⿰⿱𡗜手炎
𰟦	⿰火愚
𰟧	⿰火⿰咠戈
𰟨	⿰火鼠
𰟩	⿱僉灬
𰟪	⿰火聚
𰟫	⿰火閣
𰟬	⿰火𥺤
𰟭	⿰火熒
𰟮	⿱滿灬
𰟯	⿱炏𠖐
𰟰	⿰火奭
𰟱	⿱歐灬
𰟲	⿰火寬
𰟳	⿱誰灬
𰟴	⿰煮東
𰟵	⿰火默
𰟶	⿰灰蒙
𰟷	⿱⿰并馬火
𰟸	⿰火險
𰟹	⿱隊炏
𰟺	⿰火⿱𤇾呆
𰟻	⿰火嚴
𰟼	⿺爪𢆰
𰟽	⿺爪台
𰟾	⿳爫内又
𰟿	⿱爫⿱冖月
𰠀	⿱爫呆
𰠁	⿰來爪
𰠂	⿳爫井手
𰠃	⿰固爪
𰠄	⿱爫卒
𰠅	⿺爪峦
𰠆	⿳爫龴⿵⿵冂八廾
𰠇	⿰初受
𰠈	⿰⿱爫幸夬
𰠉	⿳爫⿲吕糹吕十
𰠊	⿳爫⿲糹糹糹十
𰠋	⿱父龙
𰠌	⿰父戍
𰠍	⿱父叔
𰠎	⿰爿殳
𰠏	⿰爿㕛
𰠐	⿰爿勿
𰠑	⿰爿生
𰠒	⿰爿向
𰠓	⿰爿𦣻
𰠔	⿰爿⿱口王
𰠕	⿰爿𢇻
𰠖	⿰爿髙
𰠗	⿰丬子
𰠘	⿰丬𨒣
𰠙	⿰片爪
𰠚	⿰片方
𰠛	⿰片戋
𰠜	⿰片必
𰠝	⿰片发
𰠞	⿰片更
𰠟	⿰片靑
𰠠	⿰牙下
𰠡	⿰牙失
𰠢	⿰牙吉
𰠣	⿰好牙
𰠤	⿰牙告
𰠥	⿰牙賣
𰠦	⿰牜又
𰠧	⿱口牛
𰠨	⿸尸牛
𰠩	⿰牜支
𰠪	⿰牜厄
𰠫	⿰牜冈
𰠬	⿰牜孔
𰠭	⿰牜未
𰠮	⿰牜犮
𰠯	⿰牜左
𰠰	⿰牜灭
𰠱	⿰牜𰋙
𰠲	⿰牜𢀖
𰠳	⿰牜主
𰠴	⿰牜尧
𰠵	⿰牜良
𰠶	⿰牜⿱匇寸
𰠷	⿰牜隶
𰠸	⿰牜竒
𰠹	⿰牜罢
𰠺	⿱𥾸牛
𰠻	⿰牜畨
𰠼	⿰牜貴
𰠽	⿰子犬
𰠾	⿰犭千
𰠿	⿰犭分
𰡀	⿰匀犬
𰡁	⿰犭六
𰡂	⿰犭𰀈
𰡃	⿰犭未
𰡄	⿰犭卢
𰡅	⿰犭厺
𰡆	⿰犭用
𰡇	⿰犭外
𰡈	⿰犬且
𰡉	⿰犭亚
𰡊	⿰犭乔
𰡋	⿰犭军
𰡌	⿰犭舟
𰡍	⿰犭㚐
𰡎	⿰犭来
𰡏	⿰犭呙
𰡐	⿰犭员
𰡑	⿰犭亩
𰡒	⿰犭辛
𰡓	⿰犭亞
𰡔	⿰犭斩
𰡕	⿰犭析
𰡖	⿰犭𠱄
𰡗	⿰犭具
𰡘	⿰犭贪
𰡙	⿰犭昏
𰡚	⿰犭欣
𰡛	⿰犭侖
𰡜	⿰犭表
𰡝	⿰犭苜
𰡞	⿰犭贲
𰡟	⿰犭則
𰡠	⿰犭度
𰡡	⿰犭𦊒
𰡢	⿰犭婴
𰡣	⿰狺攵
𰡤	⿰狺火
𰡥	⿰犭習
𰡦	⿰啇犮
𰡧	⿰單犬
𰡨	⿰犭瞏
𰡩	⿲犭⿱艹单斤
𰡪	⿱麻狗
𰡫	⿰犭駦
𰡬	⿰犭⿱米覃
𰡭	⿰𤣩九
𰡮	⿻王丷
𰡯	⿰𤣩戈
𰡰	⿰𤣩车
𰡱	⿰𤣩内
𰡲	⿱文玉
𰡳	⿰玉仒
𰡴	⿰𤣩正
𰡵	⿰𤣩卢
𰡶	⿰𤣩卡
𰡷	⿱玨儿
𰡸	⿱甶王
𰡹	⿰𤣩囟
𰡺	⿰𤣩耒
𰡻	⿰𤣩㐫
𰡼	⿰𤣩朶
𰡽	⿰𤣩寿
𰡾	⿰𤣩妥
𰡿	⿰玉⿵𠘨市
𰢀	⿲𤣩夕王
𰢁	⿲𤣩仌王
𰢂	⿰𤣩𭁨
𰢃	⿱𫩠玉
𰢄	⿰𤣩肃
𰢅	⿰𤣩畐
𰢆	⿱珡下
𰢇	⿱玨尒
𰢈	⿰𤣩重
𰢉	⿰𤣩虔
𰢊	⿰玉𤤴
𰢋	⿰𤣩區
𰢌	⿱玨佘
𰢍	⿸麻玉
𰢎	⿰𤣩棃
𰢏	⿰𤣩𦓔
𰢐	⿰𤣩歮
𰢑	⿰𤣩鲁
𰢒	⿱陽玉
𰢓	⿰𤣩豊
𰢔	⿰𤣩𥭷
𰢕	⿰𤣩𭫪
𰢖	⿲𤣩号⿱⿱㇒巿⿱㇒巿
𰢗	⿰𤣩曅
𰢘	⿰𤣩磨
𰢙	⿰𤣩龠
𰢚	⿰𤣩聶
𰢛	⿻爪𠄌
𰢜	⿱瓜包
𰢝	⿺瓜良
𰢞	⿺瓜金
𰢟	⿰委瓜
𰢠	⿺瓜蒂
𰢡	⿰⿱𦥷亏瓜
𰢢	⿰无瓦
𰢣	⿺瓦奔
𰢤	⿱𲂻瓦
𰢥	⿰要瓦
𰢦	⿰娄瓦
𰢧	⿱甘心
𰢨	⿰甘月
𰢩	⿰甘老
𰢪	⿱其之
𰢫	⿱少生
𰢬	⿰生号
𰢭	⿰生吉
𰢮	⿰里生
𰢯	⿰生柬
𰢰	⿰勿用
𰢱	⿰用用
𰢲	⿱必用
𰢳	⿰甬𭂫
𰢴	⿱一田
𰢵	⿶凵田
𰢶	⿰田丂
𰢷	⿻由丷
𰢸	⿱川田
𰢹	⿰田开
𰢺	⿰田化
𰢻	⿱由勿
𰢼	⿱田𧘇
𰢽	⿱田勿
𰢾	⿱亠㽗
𰢿	⿰田右
𰣀	⿱田生
𰣁	⿱田右
𰣂	⿰甲冉
𰣃	⿱𡖅田
𰣄	⿰立甲
𰣅	⿱母田
𰣆	⿰甲各
𰣇	⿱凡甾
𰣈	⿱龸甶
𰣉	⿰男王
𰣊	⿰男友
𰣋	⿱⿻土从田
𰣌	⿰男关
𰣍	⿰田竒
𰣎	⿱異小
𰣏	⿰田泰
𰣐	⿰申晃
𰣑	⿰田𱳛
𰣒	⿰丢留
𰣓	⿰番勿
𰣔	⿰畏劳
𰣕	⿰畐昌
𰣖	⿱⿰田田冝
𰣗	⿱奥田
𰣘	⿱𥹫田
𰣙	⿰田發
𰣚	⿰田𠷎
𰣛	⿰男曾
𰣜	⿰㽞建
𰣝	⿰畐曾
𰣞	⿱⿰田田𩄣
𰣟	⿰⿳田木田⿳回回田
𰣠	⿱百疋
𰣡	⿳亡罒疋
𰣢	⿸疒冈
𰣣	⿸疒中
𰣤	⿸疒丹
𰣥	⿸疒仇
𰣦	⿸疒为
𰣧	⿸疒办
𰣨	⿸疒双
𰣩	⿸疒宁
𰣪	⿸疒奴
𰣫	⿸疒兴
𰣬	⿸疒齐
𰣭	⿸疒妟
𰣮	⿸疒角
𰣯	⿸疒间
𰣰	⿸疒𦙊
𰣱	⿸𤕫非
𰣲	⿸疒畄
𰣳	⿸痛一
𰣴	⿸疒妾
𰣵	⿸疒耑
𰣶	⿸疒贵
𰣷	⿸疒則
𰣸	⿸疒怨
𰣹	⿸疒胆
𰣺	⿸疒𰀒
𰣻	⿸疒哥
𰣼	⿸疒积
𰣽	⿸疒挛
𰣾	⿸疒㽞
𰣿	⿸疒蛇
𰤀	⿸疒脱
𰤁	⿸𤕫畱
𰤂	⿸疒朝
𰤃	⿸疒𤊙
𰤄	⿸疒㫺
𰤅	⿸𤕫萬
𰤆	⿸疒𤲢
𰤇	⿸疒觧
𰤈	⿰痣里
𰤉	⿸疒標
𰤊	⿸𤕫鮮
𰤋	⿸疒⿰禾⿳艹黽火
𰤌	⿱癶大
𰤍	⿱癶弓
𰤎	⿱癶引
𰤏	⿱癶⿻日乚
𰤐	⿱癶亜
𰤑	⿱癶放
𰤒	⿱白𠃍
𰤓	⿰白𠃓
𰤔	⿱白巛
𰤕	⿰白乐
𰤖	⿰白早
𰤗	⿰白亥
𰤘	⿱好白
𰤙	⿱折白
𰤚	⿱㚘白
𰤛	⿱知白
𰤜	⿱朋白
𰤝	⿰白𭪙
𰤞	⿰皮丩
𰤟	⿰皮去
𰤠	⿰⿰丨⿱？？皮
𰤡	⿰包皮
𰤢	⿰皮生
𰤣	⿰至皮
𰤤	⿰𠕎皮
𰤥	⿰各皮
𰤦	⿰皮米
𰤧	⿰皮𢑑
𰤨	⿰皮达
𰤩	⿰皮利
𰤪	⿰完皮
𰤫	⿰皮卖
𰤬	⿰卖皮
𰤭	⿰㚔皮
𰤮	⿰昌皮
𰤯	⿰甚皮
𰤰	⿰𡘤皮
𰤱	⿰皮骨
𰤲	⿱皿丁
𰤳	⿱龴皿
𰤴	⿱几皿
𰤵	⿱千皿
𰤶	⿱𡗜皿
𰤷	⿱田皿
𰤸	⿱𡖅皿
𰤹	⿱汄皿
𰤺	⿳罒儿皿
𰤻	⿱串皿
𰤼	⿱昍皿
𰤽	⿱残皿
𰤾	⿱眀皿
𰤿	⿱⿰片目皿
𰥀	⿱䀠皿
𰥁	⿰盖不
𰥂	⿰盖今
𰥃	⿱殸皿
𰥄	⿰盖司
𰥅	⿰益先
𰥆	⿱⿲乡釆阝皿
𰥇	⿱與皿
𰥈	⿰盐都
𰥉	⿱⿰鹵有皿
𰥊	⿱赣皿
𰥋	⿰目刁
𰥌	⿰目下
𰥍	⿱目大
𰥎	⿱大目
𰥏	⿱目口
𰥐	⿱𥃰一
𰥑	⿱𥃭丄
𰥒	⿰目从
𰥓	⿱目勿
𰥔	⿰目夭
𰥕	⿰目𰀈
𰥖	⿱𡗗目
𰥗	⿰目打
𰥘	⿱央目
𰥙	⿱亗目
𰥚	⿰禾目
𰥛	⿰目训
𰥜	⿰出目
𰥝	⿰目灰
𰥞	⿱𫇦目
𰥟	⿰省乜
𰥠	⿱𰁜目
𰥡	⿱守目
𰥢	⿰目丽
𰥣	⿰目坚
𰥤	⿰目妟
𰥥	⿱𥝐目
𰥦	⿰目役
𰥧	⿰目𭣣
𰥨	⿰目𫔮
𰥩	⿰目𰍱
𰥪	⿰目规
𰥫	⿰目取
𰥬	⿰目芥
𰥭	⿰目黾
𰥮	⿰目岸
𰥯	⿰目忩
𰥰	⿰看勾
𰥱	⿲目亻⿱亠夫
𰥲	⿱亡䀠
𰥳	⿰目店
𰥴	⿰目泣
𰥵	⿰目革
𰥶	⿰看史
𰥷	⿰目𡧱
𰥸	⿰目茶
𰥹	⿰目党
𰥺	⿰直作
𰥻	⿰目宰
𰥼	⿱敉目
𰥽	⿰目𥄱
𰥾	⿱赦目
𰥿	⿰目𤲅
𰦀	⿰目眷
𰦁	⿰目𡨼
𰦂	⿱⿰声皮目
𰦃	⿰目棃
𰦄	⿰目當
𰦅	⿰目運
𰦆	⿰目⿱炎电
𰦇	⿰目聞
𰦈	⿰看針
𰦉	⿰目𠒶
𰦊	⿰目篗
𰦋	⿰目篾
𰦌	⿱真㒹
𰦍	⿻矛丶
𰦎	⿱戈矛
𰦏	⿰矛𢦍
𰦐	⿰矛此
𰦑	⿰矛金
𰦒	⿱𠂉夫
𰦓	⿰矢卜
𰦔	⿰矢见
𰦕	⿰矢夬
𰦖	⿰矢矢
𰦗	⿰矢𡉵
𰦘	⿱知可
𰦙	⿱知司
𰦚	⿰矢𥎩
𰦛	⿰短乞
𰦜	⿰矢罢
𰦝	⿰矢𠳮
𰦞	⿰矢莫
𰦟	⿰矢堊
𰦠	⿰𠤕負
𰦡	⿱短天
𰦢	⿰矢𭦌
𰦣	⿱𰦖來
𰦤	⿰石卪
𰦥	⿰石反
𰦦	⿰石历
𰦧	⿰石互
𰦨	⿰石为
𰦩	⿰石户
𰦪	⿰石𰍰
𰦫	⿱石双
𰦬	⿰石㕛
𰦭	⿰石龙
𰦮	⿰石𡯄
𰦯	⿰石卡
𰦰	⿰石𠬤
𰦱	⿱民石
𰦲	⿰石对
𰦳	⿰石耳
𰦴	⿰石亚
𰦵	⿰石夺
𰦶	⿰石亘
𰦷	⿱𫇦石
𰦸	⿰石早
𰦹	⿰石臼
𰦺	⿰石庅
𰦻	⿰后皮
𰦼	⿰石孛
𰦽	⿰石麦
𰦾	⿰石严
𰦿	⿰石呙
𰧀	⿰石㫒
𰧁	⿰石串
𰧂	⿰含石
𰧃	⿰石间
𰧄	⿰石吝
𰧅	⿰破卜
𰧆	⿰石奔
𰧇	⿰石贤
𰧈	⿰石苏
𰧉	⿰石质
𰧊	⿰石审
𰧋	⿰𥑟攵
𰧌	⿱石則
𰧍	⿱石⿰牜末
𰧎	⿰石钦
𰧏	⿰石前
𰧐	⿰石亟
𰧑	⿱敖石
𰧒	⿰石𦐇
𰧓	⿰石荣
𰧔	⿰石监
𰧕	⿰石倉
𰧖	⿰石殺
𰧗	⿰石埀
𰧘	⿰石诸
𰧙	⿰石堂
𰧚	⿰石圈
𰧛	⿰石崖
𰧜	⿲石⿱山方攵
𰧝	⿰石貧
𰧞	⿰石𭦌
𰧟	⿰石這
𰧠	⿱尉石
𰧡	⿰石畱
𰧢	⿰石替
𰧣	⿱斯石
𰧤	⿰石筆
𰧥	⿰石等
𰧦	⿰石㫺
𰧧	⿰石𠔥
𰧨	⿰石⿱又桒
𰧩	⿰石赫
𰧪	⿰石賛
𰧫	⿰石毚
𰧬	⿲石⿱𠂤大帚
𰧭	⿱士示
𰧮	⿰礻丌
𰧯	⿰礻𠫔
𰧰	⿰礻𠃓
𰧱	⿰示冄
𰧲	⿱化示
𰧳	⿰示𣄼
𰧴	⿰礻匛
𰧵	⿰礻𢆉
𰧶	⿰示式
𰧷	⿰示夷
𰧸	⿹𢦏示
𰧹	⿰示如
𰧺	⿰示多
𰧻	⿰礻会
𰧼	⿰礻𠮮
𰧽	⿰礻向
𰧾	⿰礻农
𰧿	⿱𣅀示
𰨀	⿰礻弄
𰨁	⿰礻𡉵
𰨂	⿰礻余
𰨃	⿰示坐
𰨄	⿰礻㚻
𰨅	⿰示非
𰨆	⿰示𢆻
𰨇	⿱⿿隹示
𰨈	⿰示府
𰨉	⿰礻官
𰨊	⿰礻𨒣
𰨋	⿰礻⿱爫⿻冄丨
𰨌	⿰礻竒
𰨍	⿰示建
𰨎	⿰示畠
𰨏	⿰礻㽜
𰨐	⿰示鬲
𰨑	⿰礻⿱一⿻㕥由
𰨒	⿰示寅
𰨓	⿰示巽
𰨔	⿰𥘣頁
𰨕	⿰示暠
𰨖	⿰礻题
𰨗	⿱示熹
𰨘	⿰票⿱夂隹
𰨙	⿰礻蘥
𰨚	⿱𫝀禹
𰨛	⿰禾刀
𰨜	⿰禾广
𰨝	⿱禾丰
𰨞	⿰禾卆
𰨟	⿰禾𠕅
𰨠	⿰禾史
𰨡	⿰禾甲
𰨢	⿰禾他
𰨣	⿰禾乎
𰨤	⿰禾司
𰨥	⿰禾先
𰨦	⿰禾齐
𰨧	⿰禾巟
𰨨	⿰禾𢑑
𰨩	⿰𦣻禾
𰨪	⿰禾𡉵
𰨫	⿰禾岜
𰨬	⿰禾⿱⺈旧
𰨭	⿰禾㚻
𰨮	⿱秋日
𰨯	⿰禾房
𰨰	⿰禾禹
𰨱	⿰禾𠳮
𰨲	⿰臬禾
𰨳	⿰禾资
𰨴	⿰𥞫殳
𰨵	⿰南秃
𰨶	⿰禾⿱占米
𰨷	⿰禾密
𰨸	⿰禾替
𰨹	⿱稚？
𰨺	⿰禾㝢
𰨻	⿰禾肅
𰨼	⿰禾路
𰨽	⿰禾叠
𰨾	⿰禾奭
𰨿	⿰禾㢘
𰩀	⿰禾憲
𰩁	⿰禾羲
𰩂	⿰秤等
𰩃	⿰禾瞿
𰩄	⿱穴双
𰩅	⿱穴龙
𰩆	⿱穴叵
𰩇	⿱穴夘
𰩈	⿱穴乐
𰩉	⿱⿱宀儿𢆲
𰩊	⿱⿱宀儿尗
𰩋	⿱⿱宀儿𡉵
𰩌	⿰去穷
𰩍	⿱空心
𰩎	⿱⿱宀儿邑
𰩏	⿱穴条
𰩐	⿱⿱宀儿㚗
𰩑	⿱⿱宀儿⿱⿴𠀃三八
𰩒	⿱穴叔
𰩓	⿱穴⿰正见
𰩔	⿱穴𡋣
𰩕	⿰及窄
𰩖	⿱⿱宀儿晏
𰩗	⿱穴草
𰩘	⿱⿱宀儿⿰忄𭥕
𰩙	⿱⿱宀儿莫
𰩚	⿰空要
𰩛	⿱⿱宀儿舄
𰩜	⿱⿱宀儿𤋯
𰩝	⿱⿱宀儿𣪧
𰩞	⿱究敗
𰩟	⿰穿等
𰩠	⿱止立
𰩡	⿱立仁
𰩢	⿰立𰀈
𰩣	⿰立休
𰩤	⿰立交
𰩥	⿰立耎
𰩦	⿰立⿱日目
𰩧	⿱须立
𰩨	⿱立重
𰩩	⿱殸立
𰩪	⿰立畧
𰩫	⿰⿱立見⿱立見
𰩬	⿱𥫗大
𰩭	⿱𥫗山
𰩮	⿱𥫗专
𰩯	⿱𥫗帀
𰩰	⿱𥫗匹
𰩱	⿱𥫗冄
𰩲	⿱𥫗卢
𰩳	⿱𥫗电
𰩴	⿱𥫗兄
𰩵	⿱𥫗用
𰩶	⿱𥫗叐
𰩷	⿱𥫗𡰥
𰩸	⿱𥫗乔
𰩹	⿱𥫗汤
𰩺	⿱𥫗约
𰩻	⿱𥫗过
𰩼	⿱𥫗巠
𰩽	⿰竺瓜
𰩾	⿱𥫗吠
𰩿	⿱𥫗坸
𰪀	⿱𥫗東
𰪁	⿱𥫗帕
𰪂	⿱𥫗非
𰪃	⿱𥫗初
𰪄	⿱𥫗斉
𰪅	⿳𥫗王皿
𰪆	⿱𥫗括
𰪇	⿰笨分
𰪈	⿱𥫗查
𰪉	⿱𥫗点
𰪊	⿱𥫗钟
𰪋	⿱𥫗独
𰪌	⿱𥫗脉
𰪍	⿱𥫗音
𰪎	⿱𥫗亮
𰪏	⿱𥫗辂
𰪐	⿱𥫗釛
𰪑	⿱筏冈
𰪒	⿰立笼
𰪓	⿱𥫗冡
𰪔	⿱𥫗救
𰪕	⿱𥫗頃
𰪖	⿱𥫗雀
𰪗	⿱𥫗森
𰪘	⿱筷示
𰪙	⿱𥫗韌
𰪚	⿱𥫗睡
𰪛	⿱𥫗蜓
𰪜	⿱𥫗𠢧
𰪝	⿱𥫗閧
𰪞	⿱𥫗模
𰪟	⿱𥫗𪮫
𰪠	⿱𥫗膚
𰪡	⿱𥫗𥠷
𰪢	⿱𥫗編
𰪣	⿱𥫗赢
𰪤	⿱𥫗釋
𰪥	⿱𥫗鐻
𰪦	⿰米乂
𰪧	⿰米廾
𰪨	⿺𠃊匊
𰪩	⿰米广
𰪪	⿰米马
𰪫	⿰米专
𰪬	⿰米王
𰪭	⿰米长
𰪮	⿰米升
𰪯	⿰米壬
𰪰	⿸𠃜米
𰪱	⿰米𰀈
𰪲	⿰米可
𰪳	⿰米灭
𰪴	⿰米甲
𰪵	⿰米失
𰪶	⿰米团
𰪷	⿰米尖
𰪸	⿰米旭
𰪹	⿰米年
𰪺	⿰米行
𰪻	⿰米杀
𰪼	⿰米产
𰪽	⿰米利
𰪾	⿰米奉
𰪿	⿰米劳
𰫀	⿰米㝵
𰫁	⿰米㽵
𰫂	⿰米背
𰫃	⿰米軍
𰫄	⿰米𱼭
𰫅	⿰米洛
𰫆	⿰米馬
𰫇	⿰米荅
𰫈	⿰米埀
𰫉	⿰米宾
𰫊	⿰米浆
𰫋	⿰米𬜯
𰫌	⿰粉免
𰫍	⿰米動
𰫎	⿰米這
𰫏	⿰米産
𰫐	⿰米舂
𰫑	⿰米敦
𰫒	⿰米寔
𰫓	⿰米曾
𰫔	⿰米酸
𰫕	⿰米齊
𰫖	⿰米𬞕
𰫗	⿰糹入
𰫘	⿰糹亡
𰫙	⿰糹子
𰫚	⿰糸帀
𰫛	⿰糹勾
𰫜	⿰糹仇
𰫝	⿰糹尹
𰫞	⿰糹龙
𰫟	⿰糹号
𰫠	⿰糹甲
𰫡	⿰糹生
𰫢	⿰糹杀
𰫣	⿰糹𠮯
𰫤	⿰糹艮
𰫥	⿰累乜
𰫦	⿰糹作
𰫧	⿰糹宋
𰫨	⿰糹𫩞
𰫩	⿰糹花
𰫪	⿰糸𡶩
𰫫	⿰糹图
𰫬	⿰糸制
𰫭	⿰糹⿱火𠬞
𰫮	⿰糸彥
𰫯	⿰糹亮
𰫰	⿰糹笋
𰫱	⿰緊乞
𰫲	⿰糹這
𰫳	⿰糹超
𰫴	⿰綑立
𰫵	⿰糸奭
𰫶	⿱儇糸
